Legal Name,U SDOT Number,MC/MX/FF Numbers,Physical Address
BLUEGRASS BROTHERS TRANSPORTATION LLC,3804317,MC-1370479,"1630  SNOWMASS  PL
LEWISVILLE,  TX     75077"
ASW LLC,3804425,MC-1370552,"2615  UNION  BAPTIST  RD
JACKSONVILLE,  IL     62650"
ISLAND LOGISTICS LLC,3804685,MC-1370734,"952  VILLA  DE  MATEL  RD  APT  206
HOUSTON,  TX     77023"
LESLIE TRANSPORT LLC,3804731,MC-1370770,"805  E  BANKHEAD  ST  STE  A
NEW  ALBANY,  MS     38652"
SOPHIE TRANSPORT LLC,3804785,MC-1370810,"14452  STIVERS  RD
VICTORVILLE,  CA     92394"
IMPALA CARRIERS LLC,3804912,MC-1370906,"235  E  RAY  RD  APT  1081
CHANDLER,  AZ     85225"
DTR TRUCKING LLC,3804998,MC-1370975,"234  E  CHURCH  STREET  EXT
NEWTON,  MS     39345"
PACMAR TRANSPORT,3805080,MC-1371036,"1653  W  68TH  ST
LOS  ANGELES,  CA     90047"
N IT 2 WIN IT LOGISTICS LLC,3805084,MC-1371040,"8234  S  PRAIRIE  AVE
CHICAGO,  IL     60619"
YNQ TRUCKING INC,3805239,MC-1371158,"14244  WILLAMETTE  AVE
CHINO,  CA     91710"
LESLIE TRANSPORT LLC,3805344,MC-1371243,"9209  S  46TH  WEST  AVE
TULSA,  OK     74132"
A&C HAULING LLC,3805350,MC-1371248,"294  MOUNTAIN  RIDGE  CT  APT  K
GLEN  BURNIE,  MD     21061"
TYLER MOORE FABRICATION LLC,3805398,MC-1371280,"22633  FM  2767  E
KILGORE,  TX     75662"
UNPLUGGED 2 HOTSHOT LLC,3805469,MC-1371332,"29  WOODY  WAY  NW
ADAIRSVILLE,  GA     30103"
BOLTON TRUCKING INC,3805495,MC-1371350,"226  KENNA  WAY
KATHLEEN,  GA     31047"
BEST BET LOGISTICS LLC,3805497,MC-1371354,"7214  TURNER  ST
TALLAHASSEE,  FL     32311"
MARCHAN TRUCKING,3805886,MC-1371613,"1415  BONAPARTE  LN
LAREDO,  TX     78046"
CENTRAL G TRANSPORT INC,3806179,MC-1371820,"510  ALMOND  AVE  SPC  22
TURLOCK,  CA     95380"
CARE FREIGHT LOGISTICS,3806253,MC-1371878,"18241  HURRICANE  CT
HAGERSTOWN,  MD     21740"
SPOTBOTS CLEANING SERVICE LLC,3806307,MC-1371912,"11  W  GRIFFITH  ST
PENNS  GROVE,  NJ     08069"
XPRESS MIDWEST LLC,3806358,MC-1371950,"2904  S  HIDDEN  PL  APT  10
SIOUX  FALLS,  SD     57106"
VITAL COMPANY INC,3806383,MC-1371973,"1791  W  1200  S  APT  230
SPRINGVILLE,  UT     84663"
PACIFIC EXPRESS INC,3806556,MC-1372091,"470  OLDE  WORTHINGTON  RD  STE  200
WESTERVILLE,  OH     43082"
CINCOLINK INC,3806735,FF-52834 MC-1372219,"24044  CINCO  VILLAGE  CENTER  BLVD  STE  100
KATY,  TX     77494"
JONESBOYSLOGISTICS LLC,3806822,MC-1372286,"105  CLEVELAND  ST
MALDEN,  MA     02148"
CJ SESSUMS TRUCKING LLC,3806950,MC-1372373,"91  CEDAR  GROVE  RD
LENA,  MS     39094"
WOODY XPRESS LLC,3807045,MC-1372435,"1830  NW  189TH  TER
MIAMI  GARDENS,  FL     33056"
FITFO TRANSPORT LLC,3807226,MC-1372550,"4800  S  KNIGHT  ST
WICHITA,  KS     67217"
DUNNOM & DELEON LLC,3807286,MC-1372597,"4169  SW  67TH  AVE  APT  201A
DAVIE,  FL     33314"
BNS LEGACY LLC,3287339,MC-1372699,"190  E  STACY  RD  STE  306
ALLEN,  TX     75002-8738"
HAYNES LOGISTICS LLC,3807439,MC-1372721,"3706  COUNTRYSIDE  DR
ALBANY,  GA     31705"
JESSIE M RIVERA,3807450,MC-1372732,"450  E  30TH  ST
TUCSON,  AZ     85713"
JC TRANSPORTATION LLC,3807490,MC-1372763,"6006  ARGYLE  DR  #  6
FALLS  CHURCH,  VA     22041"
DREAM TRANSPORTATION LLC,3807570,MC-1372820,"260  E  SHORELINE  DR
NORTH  AUGUSTA,  SC     29841"
S&R LOGISTICS NET LLC,3807710,MC-1372929,"6009  MERIDIAN  LN
MONTGOMERY,  AL     36117"
MIKES FREIGHT LINE EXPRESS LLC,3807746,MC-1372951,"4636  TAYLOR  ST  NE
MINNEAPOLIS,  MN     55421"
KTI HOLDING CORPORATION,3807912,MC-1373069,"300  INTERPACE  PKWY  STE  300
PARSIPPANY,  NJ     07054"
HOUSE TOWING,3807957,MC-1373104,"3627  WALNUT  GROVE  CHURCH  RD
HILLSBOROUGH,  NC     27278"
S & C CAPITAL GROUP LLC,3808085,MC-1373203,"2206  E  LIBRA  PL
CHANDLER,  AZ     85249"
BHB LOGISTICS LLC,3808210,MC-1373300,"1514  S  MAIN  ST
STUTTGART,  AR     72160"
BROAD TOP LOGISTICS LLC,3808238,MC-1373317,"109  HAWTHORNE  CIR
LANCASTER,  PA     17602"
H3Z TRANSPORTATION LLC,3808254,MC-1373328,"100  MYRTLE  ST  APT  250
LONGWOOD,  FL     32750"
SNS SHIPPING & LOGISTICS LLC,3808260,MC-1373333,"460  IRON  HILL  RD
TAYLORSVILLE,  GA     30178"
GREENWAY TRANSPORT INC,3808265,MC-1373338,"1800  E  RAY  RD  #  1
CHANDLER,  AZ     85225"
CALI EXPRESS INC,3808368,MC-1373415,"10046  LARAMIE  AVE
CHATSWORTH,  CA     91311"
CONZULAT LLC,3808385,MC-1373427,"36  SW  12TH  ST
DANIA  BEACH,  FL     33004"
FFQ EXPRESS LLC,3808394,MC-1373436,"85  WILCOX  AVE
SOUTH  RIVER,  NJ     08882"
WIRELESSLV LLC,3808397,MC-1373437,"1173  RATHMOOR  ST  EL  CAJON
EL  CAJON,  CA     92020"
SPEECE TRUCKING INC,3808399,MC-1373439,"325  FLORENCE  AVE  APT  326
OWATONNA,  MN     55060"
JAY ELLE'S LOGISTICS LLC,3808428,MC-1373455,"206  JEFFERIS  CT
SUFFOLK,  VA     23434"
EPIC LOGISTICS LLC,3808442,MC-1373462,"6500  FENWICK  DR
LOUISVILLE,  KY     40228"
LUCKY ONE EXPRESS INCORPORATION,3808444,MC-1373463,"2605  PRINCEWOOD  DR
GARLAND,  TX     75040"
RIDJAY TRANSPORT COMPANY,3808445,MC-1373465,"17  RIDGEWOOD  RD
ELK  GROVE  VLG,  IL     60007"
SUN FIRE LOGISTICS LLC,3808450,MC-1373468,"12509  CARLOS  BOMBACH  AVE
EL  PASO,  TX     79928"
HEIRESS ENTERPRISE LLC,3808462,MC-1373476,"1416  N  SAM  HOUSTON  PKWY  E  STE  120
HOUSTON,  TX     77032"
QUALITY FREIGHT LOGISTICS LLC,3808484,MC-1373490,"2698  WILLERS  RD
SENECA  FALLS,  NY     13148"
GEORGIA ANN CONNER,3808485,MC-1373493,"260  SCOVILLE  ST
ORANGEBURG,  SC     29115"
H & H TRUCKING LLC OF LAFAYETTE,3378629,MC-1373497,"104  KOHEN  LUKE  DR
LAFAYETTE,  LA     70506"
ICM CARGO LLC,3808492,MC-1373499,"780  PARK  MANOR  DR
ORLANDO,  FL     32825"
ODYSSEY HAWAII LLC,3808497,FF-52876 MC-1373502,"1901  RAYMER  AVE
FULLERTON,  CA     92833"
SLIPPSTREAM TRANSPORT LLC,3808528,MC-1373524,"585  CLEARWATER  WAY
HEYBURN,  ID     83336"
GREGORYS LOGISTICS LLC,3808541,MC-1373532,"110  BRANNIGAN  PL
CARY,  NC     27511"
TCW BROKERAGE LLC,3808561,MC-1373544,"5  CONCOURSE  PKWY  STE  3000
ATLANTA,  GA     30328"
MOOSE TRANSIT LLC,3808574,MC-1373550,"13445  MARTIN  LUTHER  KING  JR  WAY  S  BLDG  19A
SEATTLE,  WA     98178"
R & T VINES LLC,3808577,MC-1373553,"7448  CIRCLE  PKWY
SACRAMENTO,  CA     95823"
AQUARIUS BROKERAGE LLC,3808589,MC-1373559,"3601  W  119TH  ST  APT  108
ALSIP,  IL     60803"
J CHIS LLC,3808604,MC-1373569,"13604  NE  25TH  AVE
VANCOUVER,  WA     98686"
D & D CUSTOM FARM SERVICE,362004,MC-1373577,"17017  COUNTY  ROAD  21
FORT  MORGAN,  CO     80701-7211"
TN TRANSPORTATION LLC,3808627,MC-1373583,"7800  REPRESENTATIVE  LN
KNOXVILLE,  TN     37931"
JETT LANE LOGISTICS LLC,3808646,MC-1373597,"26527  208TH  ST
CRESCENT,  IA     51526"
PERSEVERANCE TRANSPORT LLC,3808652,MC-1373602,"2981  AVIATOR  CIR
SNELLVILLE,  GA     30039"
MAGICIAN'S TRUCKLINES CORP,3808656,MC-1373605,"424  W  PLUM  ST
COMPTON,  CA     90222"
WASHINGTON TRANSPORT LLC,3808671,MC-1373617,"6610  TUPELO  DR
BEDFORD,  OH     44146"
MUDDY RIDGE FARM & REPAIR LLC,3808675,MC-1373619,"2808  MUD  RUN  RD  SE
NEW  PHILA,  OH     44663"
CCIJ LLC,3808679,MC-1373621,"5209  RANGELAND  RD  APT  8
LOUISVILLE,  KY     40219"
BOOTLEGGERS LOGISTICS,3808691,MC-1373631,"3272  MALLARD  DR
BRIDGEWATER,  VA     22812"
PRISTINE INTEGRITY LOGISTICS LLC,3808718,MC-1373650,"4655  FREEMAN  LAKE  CT
NORCROSS,  GA     30093"
ONE MORE TRANSPORT LLC,3808748,MC-1373672,"2608  CANDLELIGHT  CT
HELMETTA,  NJ     08828"
A TO Z MOVING SERVICE COMPANY LLC,3808753,MC-1373677,"528  AMBOY  AVE
WOODBRIDGE,  NJ     07095"
CTM EXPRESS LLC,3808761,MC-1373683,"9982  COUNTY  ROAD  637
DEXTER,  MO     63841"
ROLLING FAITH TRANSPORTATION LLC,3808767,MC-1373689,"220  6TH  ST
WARSAW,  OH     43844"
METOYER TRANSPORTATION LLC,3808783,MC-1373698,"256  PITT  CIR
FATE,  TX     75189"
CHARLES S LANE JR,1817908,MC-1373710,"59  GARDINER  ST
SHERMAN,  ME     04776"
A & D CIRIACO LLC,3808806,MC-1373711,"205  GLENSIDE  PL
N  PLAINFIELD,  NJ     07060"
ARNOLD G TRANSPORT LLC,3808815,MC-1373717,"9321  SW  4TH  ST  APT  225
MIAMI,  FL     33174"
KJB TRANSPORT LLC,3808832,MC-1373728,"910  NW  55TH  ST
GAINESVILLE,  FL     32605"
TRUWAY FREIGHT INC,3808857,MC-1373740,"24025  172ND  AVE  SE
KENT,  WA     98042"
RYAN XPRESS LLC,3808874,MC-1373751,"106  PLEASANT  VIEW  CT
PITTSBURGH,  PA     15236"
SANTOS VIP LIMO LLC,3808881,MC-1373753,"1105  US  HIGHWAY  1
AVENEL,  NJ     07001"
RODRIGUEZ PRO LOGISTICS INC,3808880,MC-1373754,"977  W  CARTER  ST
RIALTO,  CA     92376"
COUNTYLINE HOTSHOT LLC,3808888,MC-1373760,"57786  267TH  AVE
CHARITON,  IA     50049"
AMADOR TRANSPORTATION INC,3455917,MC-1373771,"9782  CLOVIS  RD  UNIT  291058
PHELAN,  CA     92329"
JAGUAR TRANS LLC,3808942,MC-1373790,"50  OAK  ST  EXT  APT  301
BROCKTON,  MA     02301"
CMA INTERNATIONAL INC,3808954,MC-1373796,"1360  VALLEY  VISTA  DR  STE  125
DIAMOND  BAR,  CA     91765"
RISER TRANSPORT LLC,3808923,MC-1373805,"4285  VERNONS  VINTAGE  RD
BLACKVILLE,  SC     29817"
SUNNYNIGHT LLC,3808914,MC-1373808,"2214  W  SAINT  ANNE  AVE
PHOENIX,  AZ     85041"
A-M-G FREIGHT SOLUTIONS LLC,3808931,MC-1373809,"1600  SANTAVY  ST  APT  1001
BAYTOWN,  TX     77521"
AKANABY LOGISTICS INC,3808852,MC-1373811,"55  AGAWAM  ST  APT  9
LOWELL,  MA     01852"
GDH TRANSPORT LLC,3808836,MC-1373815,"178  N  COUNTY  ROAD  525E
ARCOLA,  IL     61910"
7 MILE CONNECTIONS,3808939,MC-1373818,"1015  VINCENT  RD  NW
NORTH  CANTON,  OH     44720"
OA TRANSPORT & LOGISTICS LLC,3809043,MC-1373861,"7430  APPLE  MILL  DR
LOUISVILLE,  KY     40228"
INTEGRITY FREIGHT SERVICE LLC,3809052,MC-1373864,"96  SHELLY  BRANCH  LN
CUBA,  MO     65453"
FOXX HAULING LLC,3809054,MC-1373867,"9309  DORIS  DR
FT  WASHINGTON,  MD     20744"
BULL HORNS,3809056,MC-1373868,"6050  WHITSETT  AVE  APT  10
N  HOLLYWOOD,  CA     91606"
CALDERO'N TRANSPORT LLC,3809064,MC-1373874,"2982  S  256TH  DR
BUCKEYE,  AZ     85326"
GA CARRIERS LLC,3809078,MC-1373882,"1783  GA  HIGHWAY  32  E
LEESBURG,  GA     31763"
V&N TRUCKING LLC,3809081,MC-1373883,"7423  SHERMAN  RD
JONESBORO,  GA     30236"
K & B TRUCKIN LLC,3809110,MC-1373898,"676  HEATHER  LN
JACKSON,  MS     39206"
EASYSHIP TRUCKING LLC,3809117,MC-1373904,"894  CHASEWOOD  DR
SOUTH  ELGIN,  IL     60177"
JOULES LOGISTICS LLC,3809132,MC-1373914,"1801  SNOW  MEADOW  LN  UNIT  201
BALTIMORE,  MD     21209"
SSM TRANS INC,3809133,MC-1373915,"3368  MAINVIEW  CT  STE  206
POWELL,  OH     43065-5145"
BLACK CACTUS TRUCKING LLC,3808988,MC-1373920,"3021  SAWGRASS  DR
WYLIE,  TX     75098"
PLATINUM BULLYCAMP 215 LLC,3808980,MC-1373947,"5262  BURTON  ST
PHILADELPHIA,  PA     19124"
JOSE ANTHONY FRANCO,3808962,MC-1373948,"510  W  GARFIELD  AVE
MORTON,  TX     79346"
G&J EXPRESS TRANSPORTATION LLC,3808994,MC-1373949,"17762  OAKS  DR
NEW  CANEY,  TX     77357"
JACOMO INDUSTRIES LLC,3809016,MC-1373951,"67  BARR  LN
MONROE,  NY     10950"
LUMBEE DRIVER HAULING LLC,3809180,MC-1373976,"5614  ELROD  RD
ROWLAND,  NC     28383"
Q AND ALL LLC,3809192,MC-1373982,"45  LONG  CREEK  DR
COVINGTON,  GA     30016"
BBD TRUCKING LLC,3809201,MC-1373987,"708  HILLVIEW  DR
NEPTUNE,  NJ     07753"
SQUARE INTERNATIONAL LLC,3809216,MC-1373997,"2900  SW  116TH  AVE  UNIT  201
MIRAMAR,  FL     33025"
BOLTZ TRUCKING LLC,3809220,MC-1373999,"13823  WOODRUFF  AVE  APT  C
BELLFLOWER,  CA     90706"
PRINCE LOGISTICS LLC,3809224,MC-1374002,"322  N  SHORE  DR  STE  200
PITTSBURGH,  PA     15212"
XAM TRUCKING LLC,3709674,MC-1374009,"715  OLD  MILL  RD  APT  J11
READING,  PA     19610"
16TH POWER LOGISTICS LLC,3804626,MC-1370690,"1846  E  ROSEMEADE  PKWY  #  1122
CARROLLTON,  TX     75007"
18 DELTA TRUCKING LLC,3807635,MC-1372872,"11418  CO  RD  15
BLAIR,  NE     68008"
1-ROUTE 17 AUTO MECHANIC AND PARTS LLC,3808668,MC-1373614,"33  MCWHIRT  LOOP  UNIT  114
FREDERICKSBURG,  VA     22406"
24 7 365 TRANSPORTATION LLC,3803417,MC-1369838,"1224  POLK  ST
ORLANDO,  FL     32805"
24 HRS TRANSPORT SERVICES INC,3118718,MC-86724,"2100  MIDDLE  COUNTRY  RD
CENTEREACH,  NY     11720"
3G-AZUARA AUTO REPAIR INC,3239813,MC-1017374,"6740  S  COTTAGE  GROVE  AVE
CHICAGO,  IL     60637"
3X FREIGHT LLC,3810533,MC-1375019,"101  A  J  MURRY  RD
CLEVELAND,  TX     77328"
7 TAP OUT LOGISTICS INC,3782661,MC-1354674,"303  WORTHINGTON  SQ
PORTSMOUTH,  VA     23704"
88RIGZ LLC,3815242,MC-1378466,"1642  PEARL  ST
NASHVILLE,  TN     37203"
9322-6827 QUEBEC INC,3814235,MC-1377714,"568  RUE  COSSETTE
ROBERVAL,  PQ     G8H  1R5"
9334-1360 QUEBEC INC,3813686,MC-1377310,"28  RUE  CHANOINE  GAGNON
HEBERTVILLE-STA,  PQ     G0W  1T0"
A & M TRANSPORT LLC,3813700,MC-1377322,"379  GRAND  AVE  FL  1
NEW  HAVEN,  CT     06513"
A 2 B AUTO TRANSPORT LLC,3545167,MC-1185169,"7514  REGENCY  GLEN  DR
FREDERICKSBRG,  VA     22407"
A&E RENTAL ENTERPRISES INC,3419073,MC-1332057,"579  CENTER  CHICOT  AVE
WEST  ISLIP,  NY     11795"
AAA PREMIUM LLC,3774836,MC-1349058,"1024  MEBANE  OAKS  RD  PMB  116
MEBANE,  NC     27302"
AB KB TRANSPORTATION LLC,3796884,MC-1365046,"1626  BLAINE  AVE
RACINE,  WI     53405"
ABOVE BORED ACRES LTD,3810315,MC-1374854,"507  ANSON  LN
WAYNESVILLE,  OH     45068"
AC NATIONAL GROUP LLC,3814913,MC-1378219,"9751  W  OKEECHOBEE  RD  APT  317
HIALEAH,  FL     33016"
AGILENT MARITIME SERVICES LLC,3775386,MC-1349454,"1702  BEECH  BEND  DR
HOUSTON,  TX     77077"
AJE LOGISTICS LLC,3786093,MC-1357127,"1235  WOODROW  AVE
BAKERSFIELD,  CA     93308"
ALE TRANSPORT LLC,3398541,MC-1344321,"3377  CALIFORNIA  AVE
SIGNAL  HILL,  CA     90755-4605"
ALEXXCM CARRIER LLC,3801313,MC-1368348,"15839  W  LINDEN  ST
GOODYEAR,  AZ     85338"
ALL IN ONE LOGISTICS LLC,3734181,MC-1332365,"1000  NORTHSIDE  DR  APT  1344
ATLANTA,  GA     30318"
ALMIGHTY MOVING & STORAGE LLC,3779694,MC-1352548,"3715  ORIENT  AVE
SAINT  LOUIS,  MO     63125"
ALPHA EXPRESS LLC,3812490,MC-1376459,"4685  COLD  SPRING  CT
CUMMING,  GA     30041"
ALWAYS G&D TRUCKING LLC,3812449,MC-1376423,"57  W  HICKORY  STREET
SPRING  VALLEY,  NY     10977"
AM & LG TRANSPORTS LLC,3752355,MC-1368901,"756  LEONARDO  CT
KISSIMMEE,  FL     34758-3349"
AM FUTURE LLC,3807365,MC-1372658,"5280  SHADOW  VALLEY  ST
LAS  VEGAS,  NV     89148"
AMAZING HOLIDAYZ LLC,3696254,MC-1291504,"4101  N  FRONT  ST
HARRISBURG,  PA     17110"
AMEERCARGO INC,3800706,MC-1367895,"2000  AUBURN  DR  STE  200
BEACHWOOD,  OH     44122"
AMERICAN EAGLE TRANSPORT LLC,3796510,MC-1364784,"5240  W  102ND  AVE  APT  124
BLOOMINGTON,  MN     55437"
AMERICAN GREAT TRANSPORTATION LLC,3812243,MC-1376259,"5522  ROSEROCK  LN
SPRING,  TX     77379"
AMERICAN OPPORTUNITY LOGISTICS INC,3737719,MC-1321904,"457  NORTHPARK  BLVD
SAN  BERNARDINO,  CA     92407"
ANCHOR TOWING AND SALVAGE LLC,3532650,MC-1193650,"3696  EMORY  CHRUCH  RD
STREET,  MD     21154"
ANGELICA TRANSPORT INC,3365862,MC-1078560,"3309  W  PARIS  ST
TAMPA,  FL     33614"
CAMPBELL'S FIVE STAR TRUCKING LLC,3671018,MC-1278546,"4003  NESTLE  OAKS  PL  APT  204
TAMPA,  FL     33613-3356"
ANNA LOGISTICS LLC,3758815,MC-1337281,"13170  SE  LONG  ST
PORTLAND,  OR     97236"
APALDASH TRANSPORTATION SERVICES LLC,3818649,MC-1380964,"205  SW  4TH  AVE
BATTLE  GROUND,  WA     98604"
AREA LOGISTICS LLC,3789026,MC-1359303,"1099  CONTINENTAL  DR
MEDINA,  OH     44256"
ARS TRANSPORT INC,3801866,MC-1368757,"5431  PEARLBUSH  LN  APT  7
INDIANAPOLIS,  IN     46203"
ART LOGISTICS LLC,3796326,MC-1364660,"1156  FRANCYNE  WAY
UNION,  NJ     07083"
ARU EXPRESS LLC,3813233,MC-1376990,"22227  WAVE  HILL  LN
RICHMOND,  TX     77469"
ARYAN AND MIA TRUCKING INC,3586635,MC-1381688,"821  STEWART  ST
FOLSOM,  CA     95630"
ASPHALT COWBOYS LLC,3794653,MC-1363481,"350  OLD  FISH  CAMP  RD
SPARTANBURG,  SC     29303"
AT&T TRUCKING LLC,3818756,MC-1381054,"510  SMITH  ST
TENNILLE,  GA     31089-1463"
ATOMIC MOVING AND LABOR LLC,3629378,MC-1374105,"50  GRIGGS  RD
FORT  MITCHELL,  AL     36856-4311"
AUGUST PIG INC,3715900,MC-1305988,"11  S  3RD  ST  UNIT  406
ALHAMBRA,  CA     91801"
AUTHENTIC MOVES INC,3788987,MC-1359271,"58  ASH  ST
PARK  FOREST,  IL     60466"
AZ LA TRUCKING INC,3649338,MC-1257268,"20722  DOLOROSA  ST
WOODLAND  HLS,  CA     91367"
B BAR B RANCH TRUCKING LLC,3806123,MC-1375688,"9564  BUCHANAN  ST
SUMMERSET,  SD     57718"
BACCO TRANSPORT LLC,3814327,MC-1377776,"917  N  MCKINLEY  AVE
SAND  SPRINGS,  OK     74063"
BAHATI EXPRESS LLC,3818971,MC-1381224,"14935  GRAY  RIDGE  DR
HOUSTON,  TX     77082"
BALTEJ SINGH CHAHAL,2657901,MC-1379070,"31262  FRED  STREET
UNION  CITY,  CA     94587"
BARROLLE ENTERPRISES LLC,3812926,MC-1376767,"4758  HAWTHORNE  DR
WDM,  IA     50265"
BEH TRUCKING LLC,3295413,MC-1050773,"119  WHITEHAVEN  RD
SAVANNH,  GA     31407"
BERNARDO ACOSTA,2771742,MC-1366750,"15816  AZALEA  ST
FONTANA,  CA     92335"
BGL TRUCK LINES INC,3693941,MC-1289802,"8427  EL  GATO  RD
LAREDO,  TX     78045"
BIG BOY LOGISTICS,3796969,MC-1365111,"919  SW  3RD  ST
HAVANA,  FL     32333"
BIG SKY TMT LLC,3818801,MC-1381093,"1375  4TH  AVE  N  STE  F
BILLINGS,  MT     59101"
BITFLOWS INC,3779554,MC-1352464,"124  WINTER  DR
TAYLORSVILLE,  KY     40071"
BLACK HAWK FREIGHT INC,3611073,MC-1230025,"2225  NEBELA  DR
ATWATER,  CA     95301"
BLACK SWAMP TRUCKING,3800240,MC-1367557,"3522  S  STATE  ROAD  104
LA  PORTE,  IN     46350"
BLACK TOP LOGISTICS LLC,3631868,MC-1244430,"1267  WILLIS  ST  STE  200
REDDING,  CA     96001"
BLEA DELIVERIES LLC,3790543,MC-1360445,"7800  SW  SAGERT  ST  APT  103
TUALATIN,  OR     97062"
BLESSVISION TRUCKING LLC,3744363,MC-1326683,"648  CATHERINE  ST
PERTH  AMBOY,  NJ     08861"
BOBBY M CLAYTON JR,1634855,MC-602728,"1004  ANDREW  CHAPEL  RD
DURHAM,  NC     27703"
BOLE TRANSPORTATION LLC,3806738,MC-1372221,"8750  GEORGIA  AVE  APT  717A
SILVER  SPRING,  MD     20910"
BOOM ENTERPRISES LLC,3714433,MC-1304902,"5618  CRENSHAW  RD  APT  813
RICHMOND,  VA     23227"
BOSS HAUL LOGISTICS LLC,3680821,MC-1280194,"448  MATTHEWS  CORNER  RD
BYHALIA,  MS     38611"
BOX BOYS LOGISTICS LLC,3794341,MC-1363243,"8323  WILLIAMS  AVE
PHILADELPHIA,  PA     19150"
BRAND HUBB LLC,3772571,MC-1347364,"2017  COPPER  LEAF  PKWY  APT  206
DURHAM,  NC     27703"
BRANDY AMPARO ALVAREZ,3734146,MC-1345007,"8208  S  53RD  DR
LAVEEN,  AZ     85339"
BREAKER TRANSPORT EXPRESS LLC,3659952,MC-1264934,"8213  WHARTON  DR
MORRISVILLE,  PA     19067"
BREEZING RIGHT THRU TRUCKING LLC,3800140,MC-1367485,"3203  N  11TH  ST
MILWAUKEE,  WI     53206"
BRIAN AMSEY BONNIN,3817081,MC-1379835,"738  MEADOW  VIEW  RD
SAINT  MARIES,  ID     83861"
BRIGS DISTRIBUTING LLC,3816593,MC-1379479,"1220  KNOB  CREEK  RD  APT  4
JOHNSON  CITY,  TN     37604"
BROWN HORNET EXPRESS LLC,3795041,MC-1363750,"3812  IRWIN  KUNTZ  DR
HARVEY,  LA     70058"
BRUNS TRUCKING LLC,3712438,MC-1303440,"620  SUMMIT  AVE
BALATON,  MN     56115"
C & S FREIGHT CORP,3801002,MC-1368117,"4405  SHELMIRE  AVE
PHILADELPHIA,  PA     19136"
CAROLINA PRIME TRANSPORT SERVICES LLC,3723320,MC-1311428,"1750  HIGHWAY  160  W  STE  101
FORT  MILL,  SC     29708"
CARRILLO TRUCKING LLC,2989741,MC-1382026,"248  APACHE  DR
GYPSUM,  CO     81637"
CEDAR PARK TRANSPORTATION INC,3594065,MC-1218413,"6603  BLACK  FOREST  DR
EASTVALE,  CA     92880"
CF BLUE TOWING LLC,3818772,MC-1381065,"638  N  LUMBER  ST
ALLENTOWN,  PA     18102"
CFJ TRANSPORTATION LLC,3787157,MC-1357901,"703  IDAHO  ST
NYSSA,  OR     97913"
CHALLENGER TRANSPORTATION LLC,3822464,MC-1383650,"925  HILLWOOD  CIR
ROUND  LK  BCH,  IL     60073"
CHUBEI LOGISTICS INC,3820207,MC-1382112,"2460  S  LOOMIS  ST
CHICAGO,  IL     60608"
CL COURIER INC,3812460,MC-1376437,"30  MONTVALE  AVE
STONEHAM,  MA     02180"
CLEAR CHOICE CARGO LLC,3815294,MC-1378506,"809  INDUSTRIAL  BLVD  #  1068
SMYRNA,  TN     37167"
CLUBB HAULING AND LAND SOLUTIONS LLC,3818084,MC-1380548,"4881  STATE  HIGHWAY  J
PUXICO,  MO     63960"
CONTRAKUS LLC,3815713,MC-1378831,"1800  ARCADIA  DR
LAFAYETTE,  IN     47905"
COURIERED LLC,3776593,MC-1350359,"124  LYON  ST  NW
GRAND  RAPIDS,  MI     49503"
CROSS TRUCKING LOGISTIC LLC,3451043,MC-1378846,"217  RICHLANDS  AVE
JACKSONVILLE,  NC     28540-6520"
CURTIS CITY TO CITY TRUCKING LLC,3808276,MC-1377635,"8170  MALL  PKWY  #  1310
LITHONIA,  GA     30038-2545"
D DILLION LLC,3782319,MC-1354444,"2340  W  EUCLID  AVE
STOCKTON,  CA     95204"
D&L MIDWEST HAULING LLP,3790180,MC-1382990,"3228  E  RIVER  RD
MARION,  OH     43302-8943"
DCR LOGISTIC LLC,3802454,MC-1369182,"5405  SUNNYBROOK  DR
LOUISVILLE,  KY     40214"
DDMSERVICES LLC,3666909,MC-1269988,"2832  CHICORY  RD
RACINE,  WI     53403"
DELIVERY FOR THE WORLD IS OURS LLC,3819392,MC-1381535,"999  FELLOWSHIP  RD
FAIRBURN,  GA     30213"
DESIGN SERVICE CORPORATION,3778635,MC-1351836,"1507  S  9TH  AVE
YAKIMA,  WA     98902"
DETROIT ELITE SOLUTIONS LLC,3820615,MC-1382388,"4000  CHATSWORTH  ST
DETROIT,  MI     48224"
DEW TRUCKING LLC,3785086,MC-1370166,"29122  AUTUMN  BROOK  DR
FULSHEAR,  TX     77441-1929"
DIAMOND ENT LLC,3810276,MC-1374821,"6138  SURREY  SQUARE  LN  APT  103
DISTRICT  HTS,  MD     20747"
DJ MOTORSPORTS LLC,3691736,MC-1288213,"1481  ROBERT  S  LIGHT  BLVD  BUILDING  D
BUDA,  TX     78610"
DK&4K TRUCKING LLC,3780474,MC-1353109,"614  ROOSEVELT  ST
HOUMA,  LA     70360"
DMJ TRANSPORTATION LLC,3376886,MC-1376028,"187  CHESTNUT  ST
NORTH  EASTON,  MA     02356-2610"
DONE WELL LOGISTICS LLC,3815439,MC-1378616,"645  OLD  HICKORY  BLVD  APT  924
NASHVILLE,  TN     37209"
DONEWELL SERVICES LLC,3782624,MC-1354647,"14353  WESTWAY  LN  APT  10
WOODBRIDGE,  VA     22193"
DOTSON MARKETING LLC,3809552,MC-1374252,"109  LOCKSLEY  WAY  APT  83
STARKVILLE,  MS     39759"
